,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19y1,y2,y3,k,y1,x19
2011-01-03,59.29,,0,0,0,0,,,,,,,,,,,,,,,0.9294990723562152,0.9178613594198011,,0.9303423848878394,
2011-01-04,60.06,,0,0,0,0,,,,,,,,,,,,,,,0.9155844155844156,0.9197469197469198,,0.9302364302364302,
2011-01-05,59.48,,0,0,0,0,,,,,,,,,,,,,,,0.871553463349025,0.933927370544721,,0.9725958305312711,
2011-01-06,60.07,,0,0,0,0,,,,,,,,,,,,,,,0.9242550357915765,0.9026136174463126,,0.9432328949558847,
2011-01-07,58.65,,0,0,0,0,,,,,,,,,,,,,,,0.9152600170502984,0.9195225916453538,,0.9445865302642796,
2011-01-10,55.16,,0,0,0,0,,,,,,,,,,,,,,,0.9813270485859319,0.9653734590282814,,0.9990935460478608,
2011-01-11,55.87,,0,0,0,0,-0.5374,,,,,,,,,,,,,,1.0386611777340256,0.9733309468408807,,0.9842491498120638,
2011-01-12,57.85,,0,0,0,0,-0.5996,,,,,,,,,,,,,,1.0236819360414866,0.9479688850475367,,0.8961106309420916,
2011-01-13,56.66,,0,0,0,0,-0.5524,,,,,,,,,,,,,,1.030356512530886,0.9687610307094953,,0.9798799858806919,
2011-01-14,55.4,,0,0,0,0,-0.4654,,,,,,,,,,,,,,1.0131768953068592,1.004693140794224,,0.9689530685920578,
2011-01-18,55.11,,0,0,0,0,-0.2276,,,,,,,,,,,,,,1.0573398657230992,1.0393757938668118,,0.9822173834149882,
2011-01-19,54.99,,0,0,0,0,-0.2752,,,,,,,,,,,,,,1.0743771594835423,1.0040007274049827,,1.055282778687034,
2011-01-20,51.84,,0,0,0,0,-0.358,,,,,,,,,,,,,,1.136574074074074,1.0472608024691357,,1.142361111111111,
2011-01-21,55.52,,0,0,0,0,-0.2954,-0.360806060606,,,,,,,,,,,,,1.0987031700288183,0.9780259365994235,,1.0515129682997117,
2011-01-24,53.68,,0,0,0,0,-0.0158,-0.260763636364,,,,,,,,,,,,,1.0799180327868851,1.002608047690015,,1.0456408345752608,
2011-01-25,54.13,,0,0,0,0,0.0424,-0.224236363636,,,,,,,,,,,,,1.102715684463329,1.0217993718825051,,1.07648254202845,
2011-01-26,58.03,,0,0,0,0,0.1756,-0.173890909091,,,,,,,,,,,,,1.0096501809408926,0.9365845252455627,,1.0180940892641737,
2011-01-27,59.22,,0,0,0,0,0.3836,-0.102618181818,,,,,,,,,,,,,0.952887537993921,0.9132049983113812,,0.9949341438703141,
2011-01-28,58.38,,0,0,0,0,0.5786,-0.0239212121212,,,,,,,,,,,,,0.9936622130866735,0.9054470709146968,,1.0448783830078794,
2011-01-31,56.13,,0,0,0,0,0.5754,0.214527272727,,,,,,,,,,,,,1.0482807767682167,0.9059326563335115,,1.0327810440049883,
2011-02-01,58.27,,0,0,0,0,0.291,0.270345454545,,,,,1.03927373903,,,,3.53282736842,,,,1.0643555860648704,0.8757508151707568,,1.0243693152565643,
2011-02-02,59.08,,0,0,0,0,0.027,0.315096969697,,,,,1.05145135169,,,,3.97645157895,,,,1.0658429248476642,0.850880162491537,,0.9917061611374408,
2011-02-03,58.92,,0,0,0,0,-0.0694,0.348381818182,,,,,1.04532954848,,,,4.30362631579,,,,1.077223353699932,0.8640529531568227,,0.9577393075356415,
2011-02-04,61.0,,0,0,0,0,0.1412,0.373654545455,,,,,1.07688233736,,,,5.30278421053,,,,1.0486885245901638,0.8131147540983606,,0.950983606557377,
2011-02-07,57.97,,0,0,0,0,0.5164,0.360515151515,,,,,1.01084606264,,,,6.58421684211,,,,1.043470760738313,0.884940486458513,,1.0150077626358462,
2011-02-08,59.69,,0,0,0,0,0.3228,0.324636363636,,,,,1.03659066044,,,,6.52212736842,,,,0.9767130172558217,0.901155972524711,,1.0390350142402414,
2011-02-09,58.59,,0,0,0,0,-0.0076,0.295660606061,,,,,1.01155894718,,,,4.71969973684,,,,0.9783239460658815,0.9081754565625533,,1.0747567844342036,
2011-02-10,56.43,,0,0,0,1,-0.3256,0.242218181818,0.0875251879699,,,,0.973501707898,,,,4.53116210526,,,,1.0242778663831296,0.9177742335637072,,1.124756335282651,
2011-02-11,58.01,,0,0,0,0,-0.5076,0.175896969697,0.112140977444,,,,0.998614231243,,,,4.20005763158,,,,0.9875883468367523,0.8900189622478883,,1.1027409067402172,
2011-02-14,58.84,,0,0,0,0,-0.208,-0.008,0.163322180451,,,,1.00294884688,,,,1.68332736842,,,,0.9804554724677089,0.8382053025152957,,1.0280421481985045,
2011-02-15,62.02,,0,0,0,0,0.1394,-0.0289636363636,0.17332518797,,,,1.05357036685,,,,2.21179236842,,,,0.8913253789100289,0.7662044501773622,,0.9400193485972266,
2011-02-16,62.97,,0,0,0,0,0.4816,-0.0270848484848,0.181953007519,,,,1.06631218884,,,,3.05445684211,,,,0.8982054946800064,0.7578211846911228,,0.9102747340003177,
2011-02-17,63.47,,0,0,0,0,0.8614,0.00206060606061,0.189260526316,,,,1.0701670081,,,,3.98873973684,,,,0.8944383173152671,0.7548448085709784,,0.9106664565936663,
2011-02-18,63.97,,0,0,0,0,1.0872,0.0561212121212,0.195201879699,,,,1.0735382963,,,,5.00479578947,,,,0.8729091761763327,0.7295607315929342,,0.8955760512740347,
2011-02-22,60.49,,0,0,0,0,0.263,0.41356969697,0.215206015038,,,,0.997937804174,,,,6.15808947368,,,,0.8994875185981153,0.7849231277897172,,0.953711357249132,
