,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19y1,y2,y3,k,y1,x19
2014-01-02,27.88,,0,0,0,0,,,,,,,,,,,,,,,1.058106169296987,1.0491391678622668,,0.9888809182209469,
2014-01-03,27.71,,0,0,0,0,,,,,,,,,,,,,,,1.0736196319018405,1.0837242872609167,,1.000721761097077,
2014-01-06,28.3,,0,0,0,0,,,,,,,,,,,,,,,1.0530035335689045,1.0812720848056538,,0.9791519434628976,
2014-01-07,28.43,,0,0,0,0,,,,,,,,,,,,,,,1.0422089342244107,1.1079845233907843,,0.9890960253253606,
2014-01-08,28.18,,0,0,0,0,,,,,,,,,,,,,,,1.044002838892832,1.1295244854506743,,1.0255500354861604,
2014-01-09,27.57,,0,0,0,0,,,,,,,,,,,,,,,1.0533188248095755,1.1614073268044978,,1.0700036271309394,
2014-01-10,27.73,,0,0,0,0,0.0426,,,,,,,,,,,,,,1.02884962134872,1.14749368914533,,1.0728452939055175,
2014-01-13,27.71,,0,0,0,0,-0.0942,,,,,,,,,,,,,,1.0310357271743054,1.1826055575604475,,1.0754240346445327,
2014-01-14,28.12,,0,0,0,0,-0.071,,,,,,,,,,,,,,1.0284495021337128,1.1436699857752488,,1.0536984352773826,
2014-01-15,28.9,,0,0,0,0,0.0236,,,,,,,,,,,,,,1.008650519031142,1.113840830449827,,1.0179930795847751,
2014-01-16,29.5,,0,0,0,0,0.1552,,,,,,,,,,,,,,0.9810169491525425,1.0945762711864406,,0.984406779661017,
2014-01-17,29.75,,0,0,0,0,0.2792,,,,,,,,,,,,,,0.9768067226890755,1.0857142857142856,,0.9589915966386555,
2014-01-21,29.8,,0,0,0,0,0.2424,0.138036363636,,,,,,,,,,,,,0.9442953020134228,1.118791946308725,,0.9587248322147651,
2014-01-22,29.63,,0,0,0,0,0.1294,0.159890909091,,,,,,,,,,,,,0.950725615929801,1.1346608167397907,,0.976037799527506,
2014-01-23,29.42,,0,0,0,0,0.0316,0.174272727273,,,,,,,,,,,,,0.9595513256288238,1.1295037389530929,,0.9908225696804893,
2014-01-24,29.04,,0,0,0,0,-0.0434,0.177533333333,,,,,,,,,,,,,0.9882920110192838,1.1329201101928374,,0.9965564738292012,
2014-01-27,28.53,,0,0,0,0,-0.1606,0.115418181818,,,,,,,,,,,,,1.0168243953732914,1.1458114265685242,,1.018576936558009,
2014-01-28,28.57,,0,0,0,0,-0.174,0.072,,,,,,,,,,,,,1.0108505425271264,1.1424571228561429,,0.9849492474623731,
2014-01-29,28.92,,0,0,0,0,-0.1522,0.0287939393939,,,,,,,,,,,,,1.0152143845089903,1.1514522821576763,,0.9740663900414938,
2014-01-30,29.15,,0,0,0,0,-0.0978,-0.0103636363636,,,,,,,,,,,,,1.0054888507718696,1.1173241852487137,,0.9684391080617496,
2014-01-31,28.94,,0,0,0,0,-0.0386,-0.0433818181818,,,,,0.996144843728,,,,0.429669473684,,,,1.0317899101589494,1.1264685556323428,,0.9917069799585349,
2014-02-03,29.06,,0,0,0,0,0.0484,-0.0763575757576,,,,,0.994490263851,,,,0.168441052632,,,,1.032346868547832,1.1352374397797662,,0.9982794218857537,
2014-02-04,28.14,,0,0,0,0,0.0066,-0.0712787878788,,,,,0.964260014392,,,,0.223001052632,,,,1.0458422174840085,1.1584932480454868,,1.0262970859985785,
2014-02-05,28.17,,0,0,0,0,-0.0682,-0.0652848484848,,,,,0.967492658802,,,,0.267066052632,,,,1.040823571175009,1.1462548810791622,,1.0422435214767483,
2014-02-06,28.23,,0,0,0,0,-0.1296,-0.0598363636364,,,,,0.972090700918,,,,0.281226052632,,,,1.0846617074034715,1.1349628055260361,,1.0382571732199788,
2014-02-07,28.7,,0,0,0,0,-0.1388,-0.0534363636364,,,,,0.990064854423,,,,0.257932631579,,,,1.0334494773519165,1.1111498257839723,,1.040418118466899,
2014-02-10,29.01,,0,0,0,0,0.036,-0.0359696969697,0.0180206766917,,,,1.00577253107,,,,0.148887105263,,,,1.0279214064115823,1.0975525680799723,,1.0341261633919339,
2014-02-11,28.88,,0,0,0,0,0.0956,-0.0306606060606,0.0104251879699,,,,1.00256890926,,,,0.11492,,,,1.0356648199445984,1.1059556786703602,,1.0190443213296398,
2014-02-12,29.36,,0,0,0,0,0.1382,-0.0225515151515,0.00378646616541,,,,1.01933826338,,,,0.111222105263,,,,1.0122615803814714,1.0841280653950953,,0.9986376021798365,
2014-02-13,29.31,,0,0,0,0,0.1366,-0.0103272727273,-0.00182669172932,,,,1.01712560512,,,,0.121602894737,,,,1.0180825656772432,1.0798362333674514,,1.0446946434663937,
2014-02-14,29.86,,0,0,0,0,0.1486,0.00761818181818,-0.00594172932331,,,,1.03473966906,,,,0.174514473684,,,,0.9799062290689887,1.0957803081044877,,0.9933020763563296,
2014-02-18,30.0,,0,0,0,0,0.1504,0.0985090909091,-0.0117131578947,,,,1.03151271339,,,,0.336181842105,,,,0.9976666666666667,1.0926666666666667,,0.994,
2014-02-19,29.43,,0,0,0,0,0.0934,0.112612121212,-0.0101545112782,,,,1.01142709855,,,,0.342061842105,,,,1.0234454638124364,1.1253822629969419,,1.016309887869521,
2014-02-20,29.32,,0,0,0,0,0.014,0.118072727273,-0.00752857142857,,,,1.00698916422,,,,0.342981842105,,,,1.0228512960436562,1.1166439290586632,,1.0136425648021827,
2014-02-21,30.62,,0,0,0,0,-0.000200000000002,0.121533333333,-0.00284436090225,,,,1.0486121813,,,,0.452889210526,,,,0.9879163945133899,1.0545395166557805,,0.9745264532984976,
