,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19y1,y2,y3,k,y1,x19
2014-01-02,24.73,,0,0,0,0,,,,,,,,,,,,,,,1.0101091791346544,1.0149615851192884,,1.007278608976951,
2014-01-03,24.89,,0,0,0,0,,,,,,,,,,,,,,,0.9987946966653274,0.9983929288871033,,0.987143431096826,
2014-01-06,25.03,,0,0,0,0,,,,,,,,,,,,,,,0.9968038353975229,1.025968837395126,,0.9788254095085897,
2014-01-07,24.71,,0,0,0,0,,,,,,,,,,,,,,,1.0052610279239174,1.0477539457709428,,0.9894779441521651,
2014-01-08,24.87,,0,0,0,0,,,,,,,,,,,,,,,1.0261359067149176,1.0337756332931243,,1.0052271813429834,
2014-01-09,24.91,,0,0,0,0,,,,,,,,,,,,,,,1.0437575270975512,1.0433560818948213,,1.0028101164191088,
2014-01-10,24.57,,0,0,0,0,-0.0136,,,,,,,,,,,,,,0.9592999592999593,1.0582010582010581,,1.0118030118030117,
2014-01-13,24.5,,0,0,0,0,-0.0636,,,,,,,,,,,,,,0.9559183673469388,1.059591836734694,,1.0183673469387755,
2014-01-14,24.45,,0,0,0,0,-0.0674,,,,,,,,,,,,,,0.9627811860940695,1.025766871165644,,1.015950920245399,
2014-01-15,25.0,,0,0,0,0,-0.0382,,,,,,,,,,,,,,0.9372,0.9768000000000001,,1.0208,
2014-01-16,24.98,,0,0,0,0,-0.0002,,,,,,,,,,,,,,0.9303442754203362,0.9839871897518013,,1.0408326661329064,
2014-01-17,24.86,,0,0,0,0,0.0436,,,,,,,,,,,,,,0.9368463395012068,1.007240547063556,,0.9481094127111827,
2014-01-21,24.95,,0,0,0,0,0.0294,0.000654545454545,,,,,,,,,,,,,0.9046092184368738,1.0340681362725452,,0.9386773547094189,
2014-01-22,24.84,,0,0,0,0,0.0054,0.00818181818182,,,,,,,,,,,,,0.9078099838969405,1.0426731078904992,,0.9476650563607085,
2014-01-23,25.52,,0,0,0,0,0.0178,0.0183575757576,,,,,,,,,,,,,0.8836206896551725,1.018025078369906,,0.9181034482758621,
2014-01-24,26.0,,0,0,0,0,0.0828,0.0320303030303,,,,,,,,,,,,,0.8757692307692307,0.9615384615384616,,0.8938461538461537,
2014-01-27,23.57,,0,0,0,0,0.1262,0.0648848484848,,,,,,,,,,,,,0.9715740347899872,1.0487908358082307,,0.9881204921510394,
2014-01-28,23.42,,0,0,0,0,-0.0516,0.0541878787879,,,,,,,,,,,,,0.9743808710503842,1.0713065755764304,,0.9637062339880443,
2014-01-29,23.54,,0,0,0,0,-0.2586,0.0326242424242,,,,,,,,,,,,,0.9583687340696686,1.073067119796092,,0.9579439252336449,
2014-01-30,23.43,,0,0,0,0,-0.4272,0.0034,,,,,,,,,,,,,0.967989756722151,1.0268886043533931,,0.9624413145539906,
2014-01-31,23.24,,0,0,0,0,-0.4962,-0.0323272727273,,,,,0.941939406222,,,,0.747630263158,,,,0.9991394148020655,1.027538726333907,,0.979776247848537,
2014-02-03,23.29,,0,0,0,0,-0.151,-0.148266666667,,,,,0.951194608944,,,,1.0225,,,,0.9875483039931301,1.0180334907685702,,0.983254615714899,
2014-02-04,22.57,,0,0,0,0,-0.0734,-0.181787878788,,,,,0.92638578201,,,,1.18601342105,,,,1.0124058484714222,1.0642445724412937,,1.0110766504209128,
2014-02-05,22.55,,0,0,0,0,-0.1014,-0.207703030303,,,,,0.930203778566,,,,1.32356421053,,,,1.0221729490022173,1.0514412416851442,,1.0004434589800442,
2014-02-06,22.55,,0,0,0,1,-0.1306,-0.222739393939,,,,,0.934656912524,,,,1.44009763158,,,,1.0328159645232815,1.0798226164079823,,1.0057649667405764,
2014-02-07,22.77,,0,0,0,0,-0.136,-0.226206060606,,,,,0.947881108983,,,,1.49713263158,,,,1.0087834870443566,1.0759771629336847,,1.0197628458498023,
2014-02-10,22.9,,0,0,0,0,-0.024,-0.175515151515,-0.0648345864662,,,,0.965816832205,,,,1.507005,,,,1.005240174672489,1.1061135371179038,,1.0043668122270744,
2014-02-11,22.82,,0,0,0,0,0.023,-0.141824242424,-0.0732304511278,,,,0.966560071158,,,,1.47085763158,,,,0.9991235758106924,1.1130587204206834,,1.0013146362839616,
2014-02-12,22.56,,0,0,0,0,0.0368,-0.107975757576,-0.0814484962406,,,,0.961575346845,,,,1.31366605263,,,,0.9929078014184397,1.0904255319148937,,1.0217198581560285,
2014-02-13,22.68,,0,0,0,0,0.014,-0.0783939393939,-0.0890969924812,,,,0.973578588139,,,,0.977647105263,,,,1.0013227513227514,1.062610229276896,,1.0268959435626102,
2014-02-14,23.22,,0,0,0,0,0.0108,-0.0535515151515,-0.0954571428571,,,,1.00274221061,,,,0.572645,,,,0.9866494401378123,1.0288544358311802,,0.9892334194659776,
2014-02-18,23.0,,0,0,0,0,0.0892,0.0102848484848,-0.104948120301,,,,1.00161128772,,,,0.0892115789474,,,,1.0026086956521738,1.0143478260869565,,1.0008695652173913,
2014-02-19,22.85,,0,0,0,0,0.06,0.021096969697,-0.103596992481,,,,0.996337315776,,,,0.07752,,,,1.037636761487965,1.02582056892779,,0.9978118161925601,
2014-02-20,23.05,,0,0,0,0,0.0166,0.0296121212121,-0.100717293233,,,,1.00547449236,,,,0.073205,,,,1.033405639913232,1.0047722342733187,,0.9718004338394793,
2014-02-21,23.29,,0,0,0,0,-0.0168,0.0364484848485,-0.0962233082707,,,,1.01583286082,,,,0.0749905263158,,,,1.0399313009875484,1.0,,0.9750966079862603,
2014-02-24,22.97,,0,0,0,0,0.0292,0.0350606060606,-0.0743165413534,,,,1.00089326565,,,,0.0696260526316,,,,1.066608619939051,1.044405746626034,,0.9973878972572922,
2014-02-25,23.02,,0,0,0,0,0.0262,0.0298727272727,-0.0654962406015,,,,1.00204587995,,,,0.0609063157895,,,,1.070807993049522,1.0269331016507386,,1.0017376194613379,
2014-02-26,22.8,,0,0,0,0,-0.0026,0.023296969697,-0.0564127819549,,,,0.991929694808,,,,0.0528997368421,,,,1.0758771929824562,1.0421052631578949,,1.0399122807017545,
2014-02-27,22.4,,0,0,0,0,-0.062,0.0130060606061,-0.0475278195489,,,,0.975312404755,,,,0.0681378947368,,,,1.1066964285714287,1.0513392857142858,,1.0633928571428573,
2014-02-28,22.71,,0,0,0,0,-0.1072,0.00196363636364,-0.0387492481203,,,,0.988939209197,,,,0.0695621052631,,,,1.0959929546455305,1.052399823866138,,1.0664905328049317,
2014-03-03,22.91,,0,0,0,0,-0.053,-0.0315454545455,-0.0145255639098,,,,0.99799616658,0.983990293243,,,0.0731515789474,0.86171275641,,,1.0955914447839372,1.0702749890877346,,1.0694020078568311,
2014-03-04,23.06,,0,0,0,0,0.004,-0.0362727272727,-0.00786503759398,,,,1.00343762238,0.993055929375,,,0.0648094736842,0.730765064103,,,1.077623590633131,1.056808326105811,,1.0689505637467476,
2014-03-05,23.71,,0,0,0,0,0.0738,-0.0316606060606,-0.00236729323308,,,,1.02941495713,1.02357105854,,,0.0852197368421,0.535542564103,,,1.0830873049346268,0.9877688738928723,,1.0345845634753268,
2014-03-06,23.82,,0,0,0,0,0.1484,-0.0208666666667,0.00175977443609,,,,1.03284552846,1.03074493174,,,0.115061842105,0.337302307692,,,1.0869017632241813,0.9785894206549117,,1.040722082283795,
2014-03-07,24.22,,0,0,0,0,0.2134,-0.00298181818182,0.0045477443609,,,,1.0479177934,1.05007587253,,,0.181640789474,0.152661538462,,,1.0615194054500414,0.9653179190751445,,1.0276630883567301,
