,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19y1,y2,y3,k,y1,x19
2014-01-02,33.02,,0,0,0,0,,,,,,,,,,,,,,,1.1199273167777102,1.0614778921865533,,1.061175045427014,
2014-01-03,33.13,,0,0,0,0,,,,,,,,,,,,,,,1.1150015092061574,1.100814971325083,,1.0685179595532748,
2014-01-06,33.56,,0,0,0,0,,,,,,,,,,,,,,,1.0950536352800952,1.1007151370679378,,1.058104886769964,
2014-01-07,33.59,,0,0,0,0,,,,,,,,,,,,,,,1.119083060434653,1.0937779100922893,,1.0717475439118784,
2014-01-08,34.44,,0,0,0,0,,,,,,,,,,,,,,,1.0958188153310107,1.0781068524970965,,1.0731707317073171,
2014-01-09,35.04,,0,0,0,0,,,,,,,,,,,,,,,1.1230022831050228,1.0727739726027399,,1.0553652968036529,
2014-01-10,35.4,,0,0,0,0,0.3068,,,,,,,,,,,,,,1.0598870056497176,1.0559322033898306,,1.043502824858757,
2014-01-13,35.51,,0,0,0,0,0.3526,,,,,,,,,,,,,,1.0281610813855253,1.0349197409180513,,1.0349197409180513,
2014-01-14,36.0,,0,0,0,0,0.2848,,,,,,,,,,,,,,1.0158333333333334,0.9891666666666666,,1.0441666666666667,
2014-01-15,36.96,,0,0,0,0,0.2566,,,,,,,,,,,,,,1.0005411255411254,0.9848484848484848,,1.021103896103896,
2014-01-16,36.98,,0,0,0,0,0.2572,,,,,,,,,,,,,,1.0005408328826393,0.9894537587885345,,1.064088696592753,
2014-01-17,36.94,,0,0,0,0,0.2884,,,,,,,,,,,,,,1.0016242555495398,1.0083919870059557,,1.0157011369788849,
2014-01-21,36.75,,0,0,0,0,0.1032,0.272903030303,,,,,,,,,,,,,0.9795918367346939,0.9847619047619047,,0.993469387755102,
2014-01-22,37.59,,0,0,0,0,0.0486,0.2552,,,,,,,,,,,,,0.9710029263101888,0.9616919393455705,,0.9728651237031124,
2014-01-23,37.74,,0,0,0,0,0.0564,0.234824242424,,,,,,,,,,,,,0.9493905670376258,0.9435612082670906,,0.9798622151563326,
2014-01-24,39.35,,0,0,0,0,0.1742,0.221333333333,,,,,,,,,,,,,0.9138500635324015,0.8658195679796696,,0.940279542566709,
2014-01-27,37.52,,0,0,0,0,0.3942,0.213412121212,,,,,,,,,,,,,0.9733475479744137,0.9416311300639658,,0.986140724946695,
2014-01-28,36.51,,0,0,0,1,0.199,0.200763636364,,,,,,,,,,,,,1.0142426732402083,0.9947959463160778,,0.9860312243221035,
2014-01-29,36.57,,0,0,0,0,-0.0852,0.177587878788,,,,,,,,,,,,,1.0142193054416189,1.035001367240908,,0.9980858627290129,
2014-01-30,36.98,,0,0,0,0,-0.3382,0.146472727273,,,,,,,,,,,,,0.9937804218496485,1.0265008112493241,,0.9689021092482424,
2014-01-31,37.0,,0,0,0,0,-0.4522,0.109115151515,,,,,0.995533552171,,,,1.23509894737,,,,1.0027027027027027,1.0251351351351352,,0.971891891891892,
2014-02-03,37.0,,0,0,0,0,-0.0786,-0.0155636363636,,,,,0.990085762834,,,,0.815394473684,,,,0.9940540540540541,1.0354054054054054,,0.9870270270270272,
2014-02-04,36.0,,0,0,0,1,-0.0048,-0.0604060606061,,,,,0.964565610557,,,,0.902956578947,,,,1.0233333333333334,1.078611111111111,,1.0286111111111111,
2014-02-05,36.5,,0,0,0,0,-0.0334,-0.0994303030303,,,,,0.978591632371,,,,0.931781842105,,,,1.0013698630136985,1.0564383561643835,,1.0161643835616438,
2014-02-06,35.83,,0,0,0,1,-0.1184,-0.131915151515,,,,,0.962059984427,,,,1.03527473684,,,,1.0446553167736534,1.085403293329612,,1.0256768071448508,
2014-02-07,35.96,,0,0,0,0,-0.181,-0.155624242424,,,,,0.966822605797,,,,1.11455157895,,,,1.0336484983314795,1.0881535038932146,,1.0317018909899889,
2014-02-10,36.52,,0,0,0,0,-0.1056,-0.164793939394,0.0735887218045,,,,0.984778006984,,,,1.26896289474,,,,1.0,1.0835158817086528,,1.0071193866374588,
2014-02-11,37.03,,0,0,0,0,0.0052,-0.140836363636,0.0542203007519,,,,0.999284875798,,,,1.254845,,,,0.9945989738050228,1.0739940588711856,,0.9948690251147718,
2014-02-12,37.09,,0,0,0,0,0.1168,-0.104824242424,0.0356691729323,,,,1.00178262748,,,,1.22920421053,,,,0.9994607710973308,1.0579671070369372,,0.9854408196279318,
2014-02-13,36.75,,0,0,0,0,0.1722,-0.0703515151515,0.0182090225564,,,,0.996096926329,,,,0.930614736842,,,,1.002721088435374,1.0721088435374149,,1.0185034013605443,
2014-02-14,37.1,,0,0,0,0,0.2088,-0.0392666666667,0.0027530075188,,,,1.00865924446,,,,0.602055526316,,,,0.9975741239892182,1.053099730458221,,1.0018867924528303,
2014-02-18,36.78,,0,0,0,0,0.0292,0.0522666666667,-0.0352428571429,,,,1.00250763192,,,,0.226711578947,,,,1.0331702011963022,1.0573681348558999,,0.992930940728657,
2014-02-19,36.84,,0,0,0,0,-0.0052,0.0686787878788,-0.039962406015,,,,1.00433466917,,,,0.223388421053,,,,1.034744842562432,1.0589033659066232,,0.9997285559174809,
2014-02-20,36.55,,0,0,0,0,-0.0354,0.0757515151515,-0.0431312030075,,,,0.997040249874,,,,0.218402894737,,,,1.0270861833105336,1.0612859097127223,,1.0142270861833107,
2014-02-21,37.43,,0,0,0,0,-0.0342,0.0782848484849,-0.0439665413534,,,,1.02044711014,,,,0.243105263158,,,,1.0042746460058778,1.0195030724018166,,0.9845044082286936,
