Date, Open, High, Low, Close
07/01/16, 7003.90, 7043.45, 7003.90, 7027.85
06/30/16, 6951.85, 6990.50, 6944.45, 6980.80
06/29/16, 6874.35, 6912.95, 6872.10, 6907.10
06/28/16, 6811.50, 6850.40, 6811.50, 6837.75
06/27/16, 6743.70, 6820.40, 6743.70, 6803.70
06/24/16, 6722.25, 6780.50, 6630.55, 6775.55
06/23/16, 6871.80, 6919.85, 6852.30, 6910.55
06/22/16, 6885.90, 6902.70, 6839.80, 6871.00
06/21/16, 6906.65, 6906.65, 6873.55, 6886.15
06/20/16, 6798.20, 6894.45, 6791.15, 6891.30
06/17/16, 6851.25, 6865.00, 6815.50, 6842.35
06/16/16, 6851.05, 6851.05, 6767.85, 6819.85
06/15/16, 6819.15, 6870.35, 6810.90, 6865.05
06/14/16, 6804.60, 6804.60, 6762.50, 6793.85
06/13/16, 6778.25, 6791.50, 6745.70, 6785.15
06/10/16, 6846.05, 6907.30, 6828.50, 6832.05
06/09/16, 6908.30, 6908.30, 6843.55, 6857.75
06/08/16, 6899.05, 6906.80, 6883.45, 6901.80
06/07/16, 6859.20, 6903.65, 6848.40, 6884.15
06/06/16, 6853.35, 6858.10, 6822.10, 6832.30
06/03/16, 6871.85, 6885.70, 6839.60, 6844.75
06/02/16, 6802.85, 6856.20, 6795.40, 6849.20
06/01/16, 6820.00, 6850.45, 6811.10, 6815.45
05/31/16, 6842.65, 6842.65, 6782.50, 6804.00
05/30/16, 6811.15, 6835.65, 6795.30, 6820.30
05/27/16, 6739.20, 6801.80, 6739.20, 6797.00
05/26/16, 6655.30, 6732.45, 6636.85, 6725.20
05/25/16, 6547.35, 6631.20, 6547.35, 6626.85
05/24/16, 6502.65, 6507.00, 6472.35, 6498.60
05/23/16, 6560.55, 6560.55, 6491.00, 6495.25
05/20/16, 6555.65, 6567.40, 6503.85, 6513.10
05/19/16, 6626.25, 6626.25, 6537.40, 6546.50
05/18/16, 6600.10, 6629.15, 6577.05, 6621.55
05/17/16, 6638.00, 6666.60, 6622.50, 6629.70
05/16/16, 6595.55, 6616.70, 6548.95, 6608.25
05/13/16, 6628.45, 6634.95, 6566.70, 6582.30
05/12/16, 6611.90, 6646.05, 6603.30, 6640.90
05/11/16, 6549.65, 6625.35, 6533.60, 6593.00
05/10/16, 6610.40, 6626.10, 6586.10, 6617.25
05/09/16, 6525.55, 6608.10, 6525.55, 6603.25
05/06/16, 6488.45, 6508.55, 6463.70, 6504.55
05/05/16, 6503.15, 6532.55, 6479.60, 6500.05
05/04/16, 6515.65, 6529.10, 6477.90, 6484.35
05/03/16, 6597.15, 6642.85, 6527.85, 6533.55
05/02/16, 6569.55, 6587.05, 6548.95, 6580.15
04/29/16, 6583.55, 6616.85, 6533.85, 6588.55
04/28/16, 6680.00, 6695.20, 6575.45, 6583.15
04/27/16, 6660.45, 6695.25, 6659.90, 6684.30
04/26/16, 6577.20, 6676.35, 6570.60, 6669.50
04/25/16, 6627.00, 6635.40, 6573.90, 6593.45
04/22/16, 6621.85, 6646.10, 6610.05, 6627.95
04/21/16, 6675.40, 6694.95, 6615.10, 6634.30
04/20/16, 6663.25, 6669.80, 6615.40, 6643.30
04/18/16, 6610.90, 6638.60, 6568.90, 6635.05
04/13/16, 6524.65, 6587.05, 6524.50, 6575.35
04/12/16, 6433.70, 6475.50, 6432.10, 6470.10
04/11/16, 6363.55, 6434.75, 6324.60, 6430.60
04/08/16, 6327.10, 6351.70, 6316.15, 6346.65
04/07/16, 6391.75, 6391.75, 6322.15, 6329.80
04/06/16, 6381.95, 6383.25, 6352.10, 6378.00
04/05/16, 6462.90, 6462.90, 6350.20, 6358.35
04/04/16, 6465.95, 6482.50, 6439.65, 6479.60
04/01/16, 6438.40, 6462.60, 6409.80, 6445.50
03/31/16, 6437.10, 6468.05, 6420.20, 6452.15
03/30/16, 6366.05, 6440.80, 6366.05, 6436.70
03/29/16, 6329.20, 6359.30, 6302.05, 6323.00
03/28/16, 6441.00, 6441.20, 6318.60, 6334.70
03/23/16, 6421.20, 6430.00, 6389.50, 6423.70
03/22/16, 6406.80, 6426.30, 6363.45, 6418.30
03/21/16, 6336.70, 6411.80, 6336.70, 6406.70
03/18/16, 6273.00, 6325.90, 6254.95, 6322.65
03/17/16, 6287.05, 6307.80, 6233.90, 6255.75
03/16/16, 6221.10, 6244.50, 6166.95, 6238.45
03/15/16, 6282.70, 6282.70, 6214.70, 6222.65
03/14/16, 6287.30, 6317.50, 6263.05, 6282.70
03/11/16, 6242.60, 6287.90, 6223.20, 6258.45
03/10/16, 6289.10, 6289.10, 6217.55, 6242.95
03/09/16, 6208.20, 6279.50, 6193.45, 6275.10
03/08/16, 6242.40, 6278.40, 6209.25, 6243.65
03/04/16, 6242.60, 6249.85, 6200.45, 6239.35
03/03/16, 6183.90, 6223.00, 6162.35, 6218.40
03/02/16, 6095.30, 6151.05, 6094.05, 6137.15
03/01/16, 5866.65, 6027.45, 5866.65, 6020.05
02/29/16, 5869.85, 5897.95, 5717.00, 5829.95
02/26/16, 5870.55, 5878.90, 5818.50, 5852.90
02/25/16, 5871.50, 5871.50, 5810.65, 5816.50
02/24/16, 5906.50, 5911.95, 5853.35, 5859.75
02/23/16, 6031.60, 6031.60, 5923.75, 5930.90
02/22/16, 6007.15, 6034.65, 6000.30, 6024.15
02/19/16, 5973.35, 6009.05, 5955.50, 6000.40
02/18/16, 5986.85, 6016.80, 5937.45, 5988.80
02/17/16, 5897.90, 5940.95, 5801.05, 5930.15
02/16/16, 6028.05, 6028.05, 5882.85, 5889.10
02/15/16, 5903.80, 6013.55, 5903.80, 5999.05
02/12/16, 5878.80, 5878.80, 5722.80, 5833.40
02/11/16, 6042.40, 6042.40, 5831.10, 5843.20
02/10/16, 6100.80, 6102.70, 6022.20, 6051.95
02/09/16, 6146.00, 6154.80, 6112.10, 6125.60
02/08/16, 6277.75, 6302.20, 6195.60, 6209.80
02/05/16, 6201.45, 6280.15, 6191.30, 6270.50
02/04/16, 6213.25, 6236.85, 6154.05, 6186.25
02/03/16, 6198.55, 6209.95, 6159.25, 6166.20
02/02/16, 6351.60, 6359.15, 6235.15, 6252.20
02/01/16, 6367.35, 6374.55, 6330.80, 6341.60
01/29/16, 6228.05, 6346.20, 6228.05, 6339.45
01/28/16, 6235.05, 6261.85, 6224.80, 6230.00
01/27/16, 6263.25, 6271.70, 6221.50, 6242.40
01/25/16, 6259.80, 6275.50, 6226.40, 6234.45
01/22/16, 6157.70, 6222.75, 6137.45, 6216.70
01/21/16, 6171.20, 6196.30, 6067.30, 6092.05
01/20/16, 6163.20, 6163.20, 6055.30, 6115.75
01/19/16, 6172.45, 6243.10, 6156.05, 6225.20
01/18/16, 6247.20, 6273.20, 6139.70, 6149.15
01/15/16, 6400.90, 6403.05, 6257.25, 6262.40
01/14/16, 6334.80, 6433.95, 6304.10, 6378.20
01/13/16, 6445.65, 6467.00, 6294.30, 6415.95
01/12/16, 6471.00, 6471.10, 6391.80, 6405.45
01/11/16, 6434.00, 6485.05, 6395.65, 6451.85
01/08/16, 6483.95, 6512.35, 6466.70, 6490.85
01/07/16, 6550.40, 6550.40, 6437.90, 6446.85
01/06/16, 6645.05, 6660.30, 6593.05, 6607.65
01/05/16, 6659.85, 6664.10, 6614.95, 6639.50
01/04/16, 6729.50, 6748.40, 6622.50, 6630.80
01/01/16, 6723.10, 6758.55, 6707.45, 6753.65
12/31/15, 6690.65, 6727.75, 6687.45, 6724.75
12/30/15, 6715.80, 6718.30, 6681.00, 6685.45
12/29/15, 6707.65, 6717.25, 6685.45, 6705.25
12/28/15, 6663.45, 6707.25, 6663.45, 6700.70
12/24/15, 6672.60, 6672.60, 6637.40, 6656.75
12/23/15, 6630.30, 6656.45, 6630.30, 6652.75
12/22/15, 6629.75, 6644.80, 6590.80, 6595.85
12/21/15, 6563.65, 6630.70, 6562.00, 6628.05
12/18/15, 6611.35, 6620.85, 6565.55, 6570.80
12/17/15, 6565.60, 6626.60, 6538.20, 6621.75
12/16/15, 6524.90, 6562.75, 6518.20, 6535.45
12/15/15, 6467.10, 6504.30, 6446.85, 6501.75
12/14/15, 6389.70, 6467.20, 6386.45, 6457.60
12/11/15, 6499.30, 6499.30, 6399.95, 6425.45
12/10/15, 6451.70, 6488.45, 6420.85, 6484.25
12/09/15, 6510.00, 6511.95, 6420.95, 6425.35
12/08/15, 6556.60, 6582.90, 6504.60, 6515.15
12/07/15, 6615.25, 6622.50, 6566.00, 6576.85
12/04/15, 6612.80, 6618.10, 6581.90, 6584.90
12/03/15, 6680.00, 6685.80, 6641.55, 6649.50
12/02/15, 6731.35, 6731.35, 6680.60, 6699.80
12/01/15, 6707.55, 6721.15, 6694.70, 6712.50
11/30/15, 6686.55, 6706.85, 6679.45, 6686.10
11/27/15, 6667.90, 6696.85, 6646.45, 6686.90
11/26/15, 6618.50, 6653.95, 6618.50, 6644.90
11/24/15, 6610.15, 6636.25, 6602.00, 6609.10
11/23/15, 6630.30, 6639.40, 6599.45, 6615.50
11/20/15, 6599.00, 6649.75, 6586.70, 6615.65
11/19/15, 6551.35, 6601.90, 6537.60, 6594.55
11/18/15, 6574.80, 6591.60, 6502.65, 6507.55
11/17/15, 6586.40, 6595.30, 6547.70, 6580.80
11/16/15, 6506.60, 6573.50, 6487.45, 6551.45
11/13/15, 6540.25, 6540.50, 6500.75, 6526.60
11/11/15, 6585.65, 6589.50, 6581.85, 6585.15
11/10/15, 6618.00, 6624.70, 6528.95, 6536.45
11/09/15, 6516.20, 6657.40, 6500.95, 6641.40
11/06/15, 6663.40, 6693.00, 6629.15, 6650.10
11/05/15, 6734.80, 6734.80, 6654.10, 6661.70
11/04/15, 6790.10, 6796.35, 6733.55, 6741.20
11/03/15, 6771.95, 6781.60, 6733.50, 6755.15
11/02/15, 6747.40, 6747.65, 6695.40, 6740.90
10/30/15, 6796.05, 6815.80, 6733.85, 6750.95
10/29/15, 6833.10, 6833.10, 6777.65, 6784.85
10/28/15, 6843.55, 6859.60, 6798.15, 6828.15
10/27/15, 6863.00, 6874.40, 6855.60, 6870.35
10/26/15, 6943.55, 6943.55, 6875.65, 6882.60
10/23/15, 6944.10, 6952.00, 6904.85, 6913.05
10/21/15, 6908.80, 6931.95, 6867.40, 6895.75
10/20/15, 6916.95, 6931.80, 6881.75, 6907.10
10/19/15, 6891.05, 6911.50, 6876.00, 6907.70
10/16/15, 6850.55, 6874.90, 6813.25, 6870.85
10/15/15, 6810.75, 6842.40, 6810.75, 6834.05
10/14/15, 6782.50, 6810.45, 6780.70, 6786.05
10/13/15, 6794.55, 6809.90, 6762.50, 6797.55
10/12/15, 6861.40, 6868.40, 6788.90, 6802.30
10/09/15, 6840.10, 6869.70, 6795.70, 6829.40
10/08/15, 6850.40, 6850.40, 6776.10, 6793.80
10/07/15, 6817.65, 6845.20, 6807.60, 6835.80
10/06/15, 6835.95, 6835.95, 6778.85, 6818.65
10/05/15, 6700.80, 6794.35, 6700.80, 6789.10
10/01/15, 6685.65, 6694.10, 6640.80, 6654.50
09/30/15, 6614.00, 6651.65, 6585.90, 6646.10
09/29/15, 6465.10, 6605.90, 6434.50, 6552.35
09/28/15, 6595.35, 6595.35, 6519.35, 6524.25
09/24/15, 6553.50, 6592.55, 6529.40, 6573.90
09/23/15, 6468.15, 6576.60, 6457.25, 6553.90
09/22/15, 6680.30, 6686.60, 6512.80, 6528.55
09/21/15, 6586.80, 6654.50, 6586.15, 6647.15
09/18/15, 6628.15, 6694.60, 6626.25, 6636.95
09/16/15, 6589.70, 6590.15, 6549.20, 6571.60
09/15/15, 6583.65, 6595.30, 6523.85, 6543.25
09/14/15, 6536.20, 6586.65, 6504.40, 6582.70
09/11/15, 6544.70, 6566.25, 6491.65, 6511.55
09/10/15, 6447.40, 6526.00, 6403.95, 6504.50
09/09/15, 6501.75, 6545.00, 6480.90, 6522.30
09/08/15, 6344.85, 6436.10, 6286.70, 6407.00
09/07/15, 6444.80, 6458.60, 6316.70, 6323.40
09/04/15, 6548.45, 6548.45, 6392.85, 6421.05
09/03/15, 6523.45, 6580.75, 6515.45, 6560.05
09/02/15, 6577.65, 6577.65, 6464.50, 6475.65
09/01/15, 6617.00, 6642.40, 6490.20, 6522.25
08/31/15, 6700.10, 6730.05, 6649.65, 6669.35
08/28/15, 6738.80, 6772.75, 6666.65, 6694.45
08/27/15, 6622.45, 6667.05, 6583.10, 6657.25
08/26/15, 6560.15, 6621.30, 6487.00, 6513.35
08/25/15, 6567.55, 6601.30, 6352.90, 6569.85
08/24/15, 6753.45, 6753.45, 6468.05, 6493.85
08/21/15, 6955.90, 6973.90, 6889.00, 6961.00
08/20/15, 7111.85, 7130.30, 7010.70, 7016.95
08/19/15, 7108.30, 7148.95, 7079.55, 7125.85
08/18/15, 7126.35, 7147.95, 7076.50, 7106.40
08/17/15, 7125.50, 7125.50, 7048.45, 7098.70
08/14/15, 7015.80, 7120.00, 7001.15, 7112.50
08/13/15, 7017.85, 7059.15, 6964.85, 6976.60
08/12/15, 7086.75, 7086.75, 6979.60, 6986.45
08/11/15, 7179.20, 7179.20, 7079.15, 7101.10
08/10/15, 7197.30, 7233.75, 7138.35, 7157.55
08/07/15, 7200.20, 7213.00, 7175.00, 7183.85
08/06/15, 7203.30, 7214.30, 7174.35, 7202.00
08/05/15, 7166.75, 7207.95, 7166.75, 7186.25
08/04/15, 7150.20, 7154.05, 7074.75, 7136.30
08/03/15, 7099.75, 7146.90, 7099.75, 7129.00
07/31/15, 7045.70, 7117.20, 7045.70, 7106.20
07/30/15, 7008.75, 7046.15, 7006.55, 7019.60
07/29/15, 6960.15, 6977.55, 6944.45, 6974.15
07/28/15, 6968.15, 6983.70, 6930.00, 6935.65
07/27/15, 7055.70, 7055.70, 6950.80, 6955.35
07/24/15, 7131.00, 7131.90, 7068.60, 7074.95
07/23/15, 7164.40, 7172.70, 7120.00, 7129.35
07/22/15, 7058.60, 7154.35, 7051.25, 7149.45
07/21/15, 7151.65, 7167.25, 7060.55, 7070.30
07/20/15, 7161.50, 7161.50, 7121.15, 7148.50
07/17/15, 7154.25, 7166.95, 7132.60, 7148.05
07/16/15, 7086.00, 7142.20, 7086.00, 7136.80
07/15/15, 7030.85, 7075.25, 7030.85, 7065.65
07/14/15, 7030.65, 7042.40, 7002.00, 7020.25
07/13/15, 6964.15, 7021.85, 6940.25, 7016.55
07/10/15, 6948.90, 6958.30, 6906.60, 6935.55
07/09/15, 6947.70, 6973.50, 6910.20, 6915.35
07/08/15, 6993.65, 7020.00, 6919.60, 6939.70
07/07/15, 7052.65, 7081.95, 7025.20, 7051.05
07/06/15, 6922.90, 7048.35, 6922.90, 7043.40
07/03/15, 6984.65, 7028.15, 6984.60, 7003.95
07/02/15, 6992.55, 7010.20, 6974.35, 6983.35
07/01/15, 6908.60, 6987.70, 6908.60, 6972.30
06/30/15, 6844.20, 6900.05, 6843.35, 6897.20
06/29/15, 6792.90, 6848.95, 6752.75, 6843.95
06/26/15, 6913.25, 6924.15, 6873.10, 6908.85
06/25/15, 6871.35, 6930.90, 6870.35, 6917.55
06/24/15, 6926.90, 6938.25, 6871.65, 6887.80
06/23/15, 6909.30, 6930.15, 6877.50, 6912.45
06/22/15, 6813.35, 6896.95, 6813.35, 6889.70
06/19/15, 6770.35, 6803.80, 6768.10, 6785.10
06/18/15, 6698.65, 6753.90, 6697.70, 6746.85
06/17/15, 6657.55, 6711.95, 6639.15, 6680.80
06/16/15, 6598.25, 6636.30, 6555.15, 6627.00
06/15/15, 6584.70, 6634.20, 6558.60, 6600.65
06/12/15, 6562.05, 6584.30, 6543.55, 6577.40
06/11/15, 6721.85, 6724.35, 6564.45, 6568.50
06/10/15, 6617.75, 6710.70, 6617.75, 6691.25
06/09/15, 6617.80, 6640.70, 6597.35, 6612.90
06/08/15, 6710.25, 6710.25, 6622.35, 6631.30
06/05/15, 6693.25, 6754.40, 6683.20, 6700.70
06/04/15, 6719.55, 6720.90, 6646.30, 6704.75
06/03/15, 6798.40, 6798.40, 6645.85, 6703.45
06/02/15, 6966.50, 6966.50, 6793.00, 6799.45
06/01/15, 6947.70, 6980.65, 6947.70, 6957.45
05/29/15, 6878.50, 6963.95, 6864.85, 6959.85
05/28/15, 6895.35, 6904.90, 6828.10, 6867.75
05/27/15, 6858.55, 6890.55, 6842.80, 6885.10
05/26/15, 6919.50, 6921.30, 6876.20, 6890.60
05/25/15, 6953.25, 6956.80, 6907.10, 6911.15
05/22/15, 6951.35, 6988.30, 6941.40, 6964.45
05/21/15, 6956.20, 6958.15, 6909.75, 6938.75
05/20/15, 6933.80, 6966.25, 6933.60, 6944.40
05/19/15, 6901.70, 6955.05, 6886.90, 6909.70
05/18/15, 6845.85, 6916.10, 6839.30, 6910.85
05/15/15, 6813.10, 6842.15, 6798.75, 6827.05
05/14/15, 6778.50, 6804.15, 6720.00, 6796.75
05/13/15, 6733.30, 6793.20, 6677.95, 6780.40
05/12/15, 6842.60, 6842.60, 6683.15, 6689.40
05/11/15, 6771.35, 6843.30, 6765.05, 6839.00
05/08/15, 6676.15, 6752.65, 6676.15, 6728.90
05/07/15, 6667.50, 6688.75, 6572.70, 6616.85
05/06/15, 6869.95, 6871.90, 6671.35, 6680.90
05/05/15, 6880.65, 6900.45, 6847.40, 6878.50
05/04/15, 6790.80, 6883.20, 6788.55, 6873.40
04/30/15, 6771.05, 6771.05, 6714.95, 6749.65
04/29/15, 6793.70, 6823.10, 6757.90, 6781.70
04/28/15, 6720.65, 6808.00, 6698.45, 6794.65
04/27/15, 6846.70, 6846.70, 6715.90, 6723.90
04/24/15, 6931.55, 6931.55, 6804.20, 6826.55
04/23/15, 6978.35, 7002.55, 6899.50, 6922.40
04/22/15, 6928.30, 6948.50, 6836.65, 6938.00
04/21/15, 6943.50, 6977.10, 6890.10, 6908.00
04/20/15, 7104.65, 7104.65, 6933.00, 6958.00
04/17/15, 7180.40, 7180.40, 7087.10, 7093.85
04/16/15, 7233.85, 7233.85, 7134.50, 7183.35
04/15/15, 7299.55, 7299.55, 7205.45, 7224.20
04/13/15, 7266.15, 7292.00, 7245.60, 7286.20
04/10/15, 7236.00, 7251.45, 7217.45, 7246.05
04/09/15, 7229.90, 7237.35, 7171.10, 7234.00
04/08/15, 7176.70, 7205.75, 7168.40, 7193.60
04/07/15, 7148.85, 7158.10, 7083.65, 7144.40
04/06/15, 7087.05, 7131.55, 7059.65, 7126.75
04/01/15, 6975.80, 7068.85, 6964.65, 7060.20
03/31/15, 7001.70, 7020.80, 6952.35, 6978.15
03/30/15, 6889.35, 6976.75, 6889.20, 6969.95
03/27/15, 6889.10, 6894.75, 6778.45, 6846.60
03/26/15, 6934.20, 6945.65, 6836.15, 6846.25
03/25/15, 7005.25, 7006.30, 6963.70, 6972.45
03/24/15, 6991.70, 7040.15, 6980.30, 6984.75
03/23/15, 7045.80, 7053.10, 6990.15, 6997.60
03/20/15, 7096.20, 7096.20, 7016.05, 7028.20
03/19/15, 7189.55, 7217.70, 7086.25, 7096.75
03/18/15, 7172.65, 7175.10, 7120.65, 7137.05
03/17/15, 7122.10, 7166.40, 7087.25, 7154.05
03/16/15, 7111.05, 7111.30, 7064.55, 7078.95
03/13/15, 7253.75, 7253.75, 7089.20, 7099.90
03/12/15, 7158.85, 7209.80, 7158.85, 7202.60
03/11/15, 7156.15, 7166.20, 7115.80, 7126.60
03/10/15, 7184.40, 7199.00, 7116.75, 7141.70
03/09/15, 7267.15, 7267.15, 7162.30, 7171.50
03/05/15, 7287.80, 7314.80, 7238.50, 7303.35
03/04/15, 7426.80, 7428.10, 7260.60, 7279.80
03/03/15, 7309.50, 7352.60, 7288.05, 7345.55
03/02/15, 7281.85, 7308.00, 7234.95, 7299.65
02/28/15, 7262.70, 7273.10, 7131.40, 7239.45
02/27/15, 7111.10, 7217.05, 7111.10, 7210.30
02/26/15, 7154.75, 7154.75, 7066.05, 7077.50
02/25/15, 7177.45, 7204.75, 7134.25, 7144.20
02/24/15, 7162.55, 7171.45, 7123.20, 7146.60
02/23/15, 7233.35, 7237.15, 7134.50, 7147.55
02/20/15, 7250.75, 7250.75, 7194.90, 7209.40
02/19/15, 7245.55, 7258.95, 7168.00, 7242.85
02/18/15, 7182.20, 7242.45, 7182.20, 7228.55
02/16/15, 7200.60, 7227.05, 7162.00, 7175.00
02/13/15, 7134.10, 7186.30, 7129.80, 7176.20
02/12/15, 7071.15, 7117.20, 7032.20, 7108.20
02/11/15, 6990.45, 7040.45, 6990.35, 7031.80
02/10/15, 6889.25, 7022.95, 6888.05, 6959.90
02/09/15, 6973.35, 6978.65, 6915.45, 6922.35
02/06/15, 7070.05, 7087.20, 7019.70, 7029.45
02/05/15, 7116.80, 7176.70, 7056.40, 7076.65
02/04/15, 7164.80, 7164.80, 7095.30, 7108.75
02/03/15, 7196.75, 7203.75, 7124.20, 7137.45
02/02/15, 7164.60, 7196.60, 7142.00, 7172.90
01/30/15, 7293.25, 7293.25, 7140.15, 7166.70
01/29/15, 7234.40, 7264.55, 7203.25, 7257.25
01/28/15, 7224.75, 7290.45, 7210.65, 7241.55
01/27/15, 7197.75, 7236.80, 7169.80, 7229.05
01/23/15, 7176.00, 7191.90, 7137.45, 7170.25
01/22/15, 7111.65, 7136.10, 7092.95, 7121.85
01/21/15, 7100.50, 7117.00, 7071.90, 7099.60
01/20/15, 7013.15, 7088.55, 7013.15, 7080.65
01/19/15, 6988.30, 7013.30, 6984.45, 6992.15
01/16/15, 6945.10, 6970.95, 6913.35, 6961.45
01/15/15, 6897.15, 6962.15, 6870.95, 6937.50
01/14/15, 6810.20, 6828.90, 6759.55, 6787.15
01/13/15, 6835.25, 6846.70, 6777.70, 6801.40
01/12/15, 6790.60, 6819.10, 6763.20, 6815.05
01/09/15, 6798.45, 6811.30, 6727.35, 6783.00
01/08/15, 6715.35, 6758.25, 6708.00, 6755.45
